match_id,inning,over,ball,batter,bowler,non_striker,runs_batter,runs_extra,total_runs,is_wicket
M002,1,3,2,UT003,UT043,UT004,0,0,0,0
M002,1,3,3,UT004,UT043,UT003,4,0,4,0
M002,1,3,4,UT004,UT043,UT003,1,0,1,0
M002,1,3,5,UT003,UT043,UT004,0,0,0,1
M002,1,3,6,UT004,UT043,UT003,2,0,2,0
M002,1,4,1,UT003,UT044,UT004,1,0,1,0
M002,1,4,2,UT004,UT044,UT003,4,0,4,0
M002,1,4,3,UT003,UT044,UT004,2,0,2,0
M002,1,4,4,UT004,UT044,UT003,0,0,0,0
M002,1,4,5,UT004,UT044,UT003,1,0,1,0
M002,1,4,6,UT003,UT044,UT004,6,0,6,0
M002,1,5,1,UT004,UT045,UT003,0,0,0,0
M002,1,5,2,UT003,UT045,UT004,2,0,2,0
M002,1,5,3,UT004,UT045,UT003,4,0,4,0
M002,1,5,4,UT004,UT045,UT003,1,0,1,0
M002,1,5,5,UT003,UT045,UT004,0,0,0,0
M002,1,5,6,UT004,UT045,UT003,6,0,6,0
M002,1,6,1,UT003,UT046,UT004,1,0,1,0
M002,1,6,2,UT004,UT046,UT003,0,0,0,0
M002,1,6,3,UT003,UT046,UT004,4,0,4,0
M002,1,6,4,UT004,UT046,UT003,2,0,2,0
M002,1,6,5,UT004,UT046,UT003,1,0,1,0
M002,1,6,6,UT004,UT046,UT003,0,0,0,0
M002,2,1,1,UT013,UT051,UT014,1,0,1,0
M002,2,1,2,UT014,UT051,UT013,4,0,4,0
M002,2,1,3,UT013,UT051,UT014,0,0,0,0
M002,2,1,4,UT014,UT051,UT013,2,0,2,0
M002,2,1,5,UT013,UT051,UT014,6,0,6,0
M002,2,1,6,UT014,UT051,UT013,0,0,0,0
M002,2,2,1,UT013,UT052,UT014,1,0,1,0
M002,2,2,2,UT014,UT052,UT013,0,0,0,0
M002,2,2,3,UT014,UT052,UT013,4,0,4,0
M002,2,2,4,UT014,UT052,UT013,1,0,1,0
M002,2,2,5,UT013,UT052,UT014,2,0,2,0
M002,2,2,6,UT013,UT052,UT014,0,0,0,0
M002,2,3,1,UT014,UT053,UT013,6,0,6,0
M002,2,3,2,UT014,UT053,UT013,0,0,0,0
M002,2,3,3,UT013,UT053,UT014,1,0,1,0
M002,2,3,4,UT013,UT053,UT014,4,0,4,0
M002,2,3,5,UT014,UT053,UT013,0,0,0,1
M002,2,3,6,UT013,UT053,UT014,2,0,2,0
M002,2,4,1,UT014,UT054,UT013,1,0,1,0
M002,2,4,2,UT013,UT054,UT014,4,0,4,0
M002,2,4,3,UT013,UT054,UT014,0,0,0,0
M002,2,4,4,UT014,UT054,UT013,2,0,2,0
M002,2,4,5,UT013,UT054,UT014,1,0,1,0
M002,2,4,6,UT014,UT054,UT013,6,0,6,0
M002,2,5,1,UT013,UT055,UT014,0,0,0,0
M002,2,5,2,UT014,UT055,UT013,1,0,1,0
M002,2,5,3,UT013,UT055,UT014,4,0,4,0
M002,2,5,4,UT014,UT055,UT013,2,0,2,0
M002,2,5,5,UT013,UT055,UT014,0,0,0,0
M002,2,5,6,UT014,UT055,UT013,1,0,1,0
M002,2,6,1,UT013,UT056,UT014,6,0,6,0
M002,2,6,2,UT014,UT056,UT013,0,0,0,0
M002,2,6,3,UT014,UT056,UT013,1,0,1,0
M002,2,6,4,UT013,UT056,UT014,4,0,4,0
M002,2,6,5,UT014,UT056,UT013,0,0,0,0
M002,2,6,6,UT013,UT056,UT014,2,0,2,0
M003,1,1,1,UT005,UT061,UT006,4,0,4,0
M003,1,1,2,UT005,UT061,UT006,0,0,0,0
M003,1,1,3,UT006,UT061,UT005,1,0,1,0
M003,1,1,4,UT006,UT061,UT005,6,0,6,0
M003,1,1,5,UT005,UT061,UT006,2,0,2,0
M003,1,1,6,UT005,UT061,UT006,0,0,0,0
M003,1,2,1,UT006,UT062,UT005,1,0,1,0
M003,1,2,2,UT005,UT062,UT006,4,0,4,0
M003,1,2,3,UT005,UT062,UT006,0,0,0,0
M003,1,2,4,UT006,UT062,UT005,2,0,2,0
M003,1,2,5,UT006,UT062,UT005,1,0,1,0
M003,1,2,6,UT005,UT062,UT006,0,1,1,0
M003,1,3,1,UT005,UT063,UT006,6,0,6,0
M003,1,3,2,UT005,UT063,UT006,0,0,0,0
M003,1,3,3,UT006,UT063,UT005,4,0,4,0
M003,1,3,4,UT006,UT063,UT005,1,0,1,0
M003,1,3,5,UT005,UT063,UT006,0,0,0,1
M003,1,3,6,UT006,UT063,UT005,2,0,2,0
M003,1,4,1,UT006,UT064,UT005,1,0,1,0
M003,1,4,2,UT005,UT064,UT006,4,0,4,0
M003,1,4,3,UT005,UT064,UT006,2,0,2,0
M003,1,4,4,UT006,UT064,UT005,0,0,0,0
M003,1,4,5,UT005,UT064,UT006,1,0,1,0
M003,1,4,6,UT006,UT064,UT005,6,0,6,0
M003,1,5,1,UT005,UT065,UT006,0,0,0,0
M003,1,5,2,UT006,UT065,UT005,2,0,2,0
M003,1,5,3,UT005,UT065,UT006,4,0,4,0
M003,1,5,4,UT005,UT065,UT006,1,0,1,0
M003,1,5,5,UT006,UT065,UT005,0,0,0,0
M003,1,5,6,UT006,UT065,UT005,6,0,6,0
M003,1,6,1,UT005,UT066,UT006,1,0,1,0
M003,1,6,2,UT006,UT066,UT005,0,0,0,0
M003,1,6,3,UT005,UT066,UT006,4,0,4,0
M003,1,6,4,UT006,UT066,UT005,2,0,2,0
M003,1,6,5,UT005,UT066,UT006,1,0,1,0
M003,1,6,6,UT006,UT066,UT005,0,0,0,0
M003,2,1,1,UT015,UT071,UT016,1,0,1,0
M003,2,1,2,UT016,UT071,UT015,4,0,4,0
M003,2,1,3,UT015,UT071,UT016,0,0,0,0
M003,2,1,4,UT016,UT071,UT015,2,0,2,0
M003,2,1,5,UT015,UT071,UT016,6,0,6,0
M003,2,1,6,UT016,UT071,UT015,0,0,0,0
M003,2,2,1,UT015,UT072,UT016,4,0,4,0
M003,2,2,2,UT016,UT072,UT015,1,0,1,0
M003,2,2,3,UT015,UT072,UT016,0,0,0,0
M003,2,2,4,UT016,UT072,UT015,6,0,6,0
M003,2,2,5,UT015,UT072,UT016,2,0,2,0
M003,2,2,6,UT016,UT072,UT015,0,0,0,1
M003,2,3,1,UT015,UT073,UT016,1,0,1,0
M003,2,3,2,UT016,UT073,UT015,4,0,4,0
M003,2,3,3,UT015,UT073,UT016,0,0,0,0
M003,2,3,4,UT016,UT073,UT015,2,0,2,0
M003,2,3,5,UT015,UT073,UT016,1,0,1,0
M003,2,3,6,UT016,UT073,UT015,0,0,0,0
M003,2,4,1,UT016,UT074,UT015,6,0,6,0
M003,2,4,2,UT015,UT074,UT016,0,0,0,0
M003,2,4,3,UT015,UT074,UT016,4,0,4,0
M003,2,4,4,UT016,UT074,UT015,1,0,1,0
M003,2,4,5,UT015,UT074,UT016,2,0,2,0
M003,2,4,6,UT016,UT074,UT015,0,0,0,0
M003,2,5,1,UT015,UT075,UT016,4,0,4,0
M003,2,5,2,UT016,UT075,UT015,1,0,1,0
M003,2,5,3,UT015,UT075,UT016,6,0,6,0
M003,2,5,4,UT016,UT075,UT015,0,0,0,0
M003,2,5,5,UT016,UT075,UT015,2,0,2,0
M003,2,5,6,UT015,UT075,UT016,1,0,1,0
M003,2,6,1,UT016,UT076,UT015,0,0,0,0
M003,2,6,2,UT015,UT076,UT016,4,0,4,0
M003,2,6,3,UT016,UT076,UT015,1,0,1,0
M003,2,6,4,UT016,UT076,UT015,6,0,6,0
M003,2,6,5,UT015,UT076,UT016,0,0,0,0
M003,2,6,6,UT016,UT076,UT015,2,0,2,0
match_id,inning,over,ball,batter,bowler,non_striker,runs_batter,runs_extra,total_runs,is_wicket
M004,1,1,1,UT007,UT081,UT008,1,0,1,0
M004,1,1,2,UT008,UT081,UT007,4,0,4,0
M004,1,1,3,UT007,UT081,UT008,0,0,0,0
M004,1,1,4,UT008,UT081,UT007,2,0,2,0
M004,1,1,5,UT007,UT081,UT008,6,0,6,0
M004,1,1,6,UT008,UT081,UT007,0,0,0,0
M004,1,2,1,UT007,UT082,UT008,4,0,4,0
M004,1,2,2,UT008,UT082,UT007,1,0,1,0
M004,1,2,3,UT007,UT082,UT008,0,0,0,0
M004,1,2,4,UT008,UT082,UT007,6,0,6,0
M004,1,2,5,UT007,UT082,UT008,2,0,2,0
M004,1,2,6,UT008,UT082,UT007,0,1,1,0
M004,1,3,1,UT008,UT083,UT007,1,0,1,0
M004,1,3,2,UT007,UT083,UT008,4,0,4,0
M004,1,3,3,UT008,UT083,UT007,0,0,0,0
M004,1,3,4,UT007,UT083,UT008,2,0,2,0
M004,1,3,5,UT008,UT083,UT007,1,0,1,0
M004,1,3,6,UT007,UT083,UT008,0,0,0,1
M004,1,4,1,UT007,UT084,UT008,6,0,6,0
M004,1,4,2,UT008,UT084,UT007,0,0,0,0
M004,1,4,3,UT007,UT084,UT008,4,0,4,0
M004,1,4,4,UT008,UT084,UT007,1,0,1,0
M004,1,4,5,UT008,UT084,UT007,2,0,2,0
M004,1,4,6,UT007,UT084,UT008,0,0,0,0
M004,1,5,1,UT008,UT085,UT007,4,0,4,0
M004,1,5,2,UT007,UT085,UT008,1,0,1,0
M004,1,5,3,UT008,UT085,UT007,0,0,0,0
M004,1,5,4,UT007,UT085,UT008,6,0,6,0
M004,1,5,5,UT008,UT085,UT007,2,0,2,0
M004,1,5,6,UT007,UT085,UT008,0,0,0,0
M004,1,6,1,UT007,UT086,UT008,1,0,1,0
M004,1,6,2,UT008,UT086,UT007,4,0,4,0
M004,1,6,3,UT007,UT086,UT008,0,0,0,0
M004,1,6,4,UT008,UT086,UT007,2,0,2,0
M004,1,6,5,UT007,UT086,UT008,6,0,6,0
M004,1,6,6,UT008,UT086,UT007,0,0,0,0
M004,2,1,1,UT017,UT091,UT018,4,0,4,0
M004,2,1,2,UT018,UT091,UT017,0,0,0,0
M004,2,1,3,UT017,UT091,UT018,1,0,1,0
M004,2,1,4,UT018,UT091,UT017,6,0,6,0
M004,2,1,5,UT017,UT091,UT018,2,0,2,0
M004,2,1,6,UT018,UT091,UT017,0,0,0,0
M004,2,2,1,UT017,UT092,UT018,1,0,1,0
M004,2,2,2,UT018,UT092,UT017,4,0,4,0
M004,2,2,3,UT017,UT092,UT018,0,0,0,0
M004,2,2,4,UT018,UT092,UT017,2,0,2,0
M004,2,2,5,UT017,UT092,UT018,1,0,1,0
M004,2,2,6,UT018,UT092,UT017,0,1,1,0
M004,2,3,1,UT018,UT093,UT017,6,0,6,0
M004,2,3,2,UT017,UT093,UT018,0,0,0,0
M004,2,3,3,UT018,UT093,UT017,4,0,4,0
M004,2,3,4,UT017,UT093,UT018,1,0,1,0
M004,2,3,5,UT018,UT093,UT017,0,0,0,1
M004,2,3,6,UT017,UT093,UT018,2,0,2,0
M004,2,4,1,UT018,UT094,UT017,1,0,1,0
M004,2,4,2,UT017,UT094,UT018,4,0,4,0
M004,2,4,3,UT018,UT094,UT017,2,0,2,0
M004,2,4,4,UT018,UT094,UT017,0,0,0,0
M004,2,4,5,UT017,UT094,UT018,1,0,1,0
M004,2,4,6,UT018,UT094,UT017,6,0,6,0
M004,2,5,1,UT017,UT095,UT018,0,0,0,0
M004,2,5,2,UT018,UT095,UT017,2,0,2,0
M004,2,5,3,UT017,UT095,UT018,4,0,4,0
M004,2,5,4,UT018,UT095,UT017,1,0,1,0
M004,2,5,5,UT017,UT095,UT018,6,0,6,0
M004,2,5,6,UT018,UT095,UT017,0,0,0,0
M004,2,6,1,UT017,UT096,UT018,1,0,1,0
M004,2,6,2,UT018,UT096,UT017,0,0,0,0
M004,2,6,3,UT017,UT096,UT018,4,0,4,0
M004,2,6,4,UT018,UT096,UT017,2,0,2,0
M004,2,6,5,UT017,UT096,UT018,1,0,1,0
M004,2,6,6,UT018,UT096,UT017,0,0,0,0
M005,1,1,1,UT009,UT101,UT010,4,0,4,0
M005,1,1,2,UT010,UT101,UT009,1,0,1,0
M005,1,1,3,UT009,UT101,UT010,0,0,0,0
M005,1,1,4,UT010,UT101,UT009,6,0,6,0
M005,1,1,5,UT009,UT101,UT010,2,0,2,0
M005,1,1,6,UT010,UT101,UT009,0,0,0,0
M005,1,2,1,UT009,UT102,UT010,1,0,1,0
M005,1,2,2,UT010,UT102,UT009,4,0,4,0
M005,1,2,3,UT009,UT102,UT010,0,0,0,0
M005,1,2,4,UT010,UT102,UT009,2,0,2,0
M005,1,2,5,UT009,UT102,UT010,1,0,1,0
M005,1,2,6,UT010,UT102,UT009,0,1,1,0
M005,1,3,1,UT010,UT103,UT009,6,0,6,0
M005,1,3,2,UT009,UT103,UT010,0,0,0,0
M005,1,3,3,UT010,UT103,UT009,4,0,4,0
M005,1,3,4,UT009,UT103,UT010,1,0,1,0
M005,1,3,5,UT010,UT103,UT009,0,0,0,1
M005,1,3,6,UT009,UT103,UT010,2,0,2,0
M005,1,4,1,UT010,UT104,UT009,1,0,1,0
M005,1,4,2,UT009,UT104,UT010,4,0,4,0
M005,1,4,3,UT010,UT104,UT009,2,0,2,0
M005,1,4,4,UT009,UT104,UT010,0,0,0,0
M005,1,4,5,UT010,UT104,UT009,1,0,1,0
M005,1,4,6,UT009,UT104,UT010,6,0,6,0
M005,1,5,1,UT009,UT105,UT010,0,0,0,0
M005,1,5,2,UT010,UT105,UT009,2,0,2,0
M005,1,5,3,UT009,UT105,UT010,4,0,4,0
M005,1,5,4,UT010,UT105,UT009,1,0,1,0
M005,1,5,5,UT009,UT105,UT010,6,0,6,0
M005,1,5,6,UT010,UT105,UT009,0,0,0,0
M005,1,6,1,UT010,UT106,UT009,1,0,1,0
M005,1,6,2,UT009,UT106,UT010,4,0,4,0
M005,1,6,3,UT010,UT106,UT009,0,0,0,0
M005,1,6,4,UT009,UT106,UT010,2,0,2,0
M005,1,6,5,UT010,UT106,UT009,6,0,6,0
M005,1,6,6,UT009,UT106,UT010,0,0,0,0
M005,2,1,1,UT019,UT111,UT020,1,0,1,0
M005,2,1,2,UT020,UT111,UT019,4,0,4,0
M005,2,1,3,UT019,UT111,UT020,0,0,0,0
M005,2,1,4,UT020,UT111,UT019,2,0,2,0
M005,2,1,5,UT019,UT111,UT020,6,0,6,0
M005,2,1,6,UT020,UT111,UT019,0,0,0,0
M005,2,2,1,UT019,UT112,UT020,4,0,4,0
M005,2,2,2,UT020,UT112,UT019,1,0,1,0
M005,2,2,3,UT019,UT112,UT020,0,0,0,0
M005,2,2,4,UT020,UT112,UT019,6,0,6,0
M005,2,2,5,UT019,UT112,UT020,2,0,2,0
M005,2,2,6,UT020,UT112,UT019,0,0,0,1
M005,2,3,1,UT020,UT113,UT019,1,0,1,0
M005,2,3,2,UT019,UT113,UT020,4,0,4,0
M005,2,3,3,UT020,UT113,UT019,0,0,0,0
M005,2,3,4,UT019,UT113,UT020,2,0,2,0
M005,2,3,5,UT019,UT113,UT020,1,0,1,0
M005,2,3,6,UT019,UT113,UT020,0,0,0,0
M005,2,4,1,UT019,UT114,UT020,6,0,6,0
M005,2,4,2,UT020,UT114,UT019,0,0,0,0
M005,2,4,3,UT019,UT114,UT020,4,0,4,0
M005,2,4,4,UT020,UT114,UT019,1,0,1,0
M005,2,4,5,UT019,UT114,UT020,2,0,2,0
M005,2,4,6,UT020,UT114,UT019,0,0,0,0
M005,2,5,1,UT020,UT115,UT019,4,0,4,0
M005,2,5,2,UT019,UT115,UT020,1,0,1,0
M005,2,5,3,UT020,UT115,UT019,6,0,6,0
M005,2,5,4,UT019,UT115,UT020,0,0,0,0
M005,2,5,5,UT020,UT115,UT019,2,0,2,0
M005,2,5,6,UT019,UT115,UT020,1,0,1,0
M005,2,6,1,UT020,UT116,UT019,0,0,0,0
M005,2,6,2,UT019,UT116,UT020,4,0,4,0
M005,2,6,3,UT020,UT116,UT019,1,0,1,0
M005,2,6,4,UT020,UT116,UT019,6,0,6,0
M005,2,6,5,UT019,UT116,UT020,0,0,0,0
M005,2,6,6,UT020,UT116,UT019,2,0,2,0
match_id,inning,over,ball,batter,bowler,non_striker,runs_batter,runs_extra,total_runs,is_wicket
M006,1,1,1,UT021,UT121,UT022,4,0,4,0
M006,1,1,2,UT022,UT121,UT021,0,0,0,0
M006,1,1,3,UT021,UT121,UT022,1,0,1,0
M006,1,1,4,UT022,UT121,UT021,6,0,6,0
M006,1,1,5,UT021,UT121,UT022,2,0,2,0
M006,1,1,6,UT022,UT121,UT021,0,0,0,0
M006,1,2,1,UT021,UT122,UT022,1,0,1,0
M006,1,2,2,UT022,UT122,UT021,4,0,4,0
M006,1,2,3,UT021,UT122,UT022,0,0,0,0
M006,1,2,4,UT022,UT122,UT021,2,0,2,0
M006,1,2,5,UT021,UT122,UT022,6,0,6,0
M006,1,2,6,UT022,UT122,UT021,0,1,1,0
M006,1,3,1,UT022,UT123,UT021,1,0,1,0
M006,1,3,2,UT021,UT123,UT022,4,0,4,0
M006,1,3,3,UT022,UT123,UT021,0,0,0,0
M006,1,3,4,UT021,UT123,UT022,2,0,2,0
M006,1,3,5,UT022,UT123,UT021,1,0,1,0
M006,1,3,6,UT021,UT123,UT022,0,0,0,1
M006,1,4,1,UT021,UT124,UT022,6,0,6,0
M006,1,4,2,UT022,UT124,UT021,0,0,0,0
M006,1,4,3,UT021,UT124,UT022,4,0,4,0
M006,1,4,4,UT022,UT124,UT021,1,0,1,0
M006,1,4,5,UT022,UT124,UT021,2,0,2,0
M006,1,4,6,UT021,UT124,UT022,0,0,0,0
M006,1,5,1,UT022,UT125,UT021,4,0,4,0
M006,1,5,2,UT021,UT125,UT022,1,0,1,0
M006,1,5,3,UT022,UT125,UT021,0,0,0,0
M006,1,5,4,UT021,UT125,UT022,6,0,6,0
M006,1,5,5,UT022,UT125,UT021,2,0,2,0
M006,1,5,6,UT021,UT125,UT022,0,0,0,0
M006,1,6,1,UT021,UT126,UT022,1,0,1,0
M006,1,6,2,UT022,UT126,UT021,4,0,4,0
M006,1,6,3,UT021,UT126,UT022,0,0,0,0
M006,1,6,4,UT022,UT126,UT021,2,0,2,0
M006,1,6,5,UT021,UT126,UT022,6,0,6,0
M006,1,6,6,UT022,UT126,UT021,0,0,0,0
M006,2,1,1,UT023,UT131,UT024,1,0,1,0
M006,2,1,2,UT024,UT131,UT023,4,0,4,0
M006,2,1,3,UT023,UT131,UT024,0,0,0,0
M006,2,1,4,UT024,UT131,UT023,2,0,2,0
M006,2,1,5,UT023,UT131,UT024,6,0,6,0
M006,2,1,6,UT024,UT131,UT023,0,0,0,0
M006,2,2,1,UT023,UT132,UT024,4,0,4,0
M006,2,2,2,UT024,UT132,UT023,1,0,1,0
M006,2,2,3,UT023,UT132,UT024,0,0,0,0
M006,2,2,4,UT024,UT132,UT023,6,0,6,0
M006,2,2,5,UT023,UT132,UT024,2,0,2,0
M006,2,2,6,UT024,UT132,UT023,0,0,0,1
M006,2,3,1,UT024,UT133,UT023,1,0,1,0
M006,2,3,2,UT023,UT133,UT024,4,0,4,0
M006,2,3,3,UT024,UT133,UT023,0,0,0,0
M006,2,3,4,UT023,UT133,UT024,2,0,2,0
M006,2,3,5,UT024,UT133,UT023,1,0,1,0
M006,2,3,6,UT023,UT133,UT024,0,0,0,0
M006,2,4,1,UT024,UT134,UT023,6,0,6,0
M006,2,4,2,UT023,UT134,UT024,0,0,0,0
M006,2,4,3,UT024,UT134,UT023,4,0,4,0
M006,2,4,4,UT023,UT134,UT024,1,0,1,0
M006,2,4,5,UT023,UT134,UT024,2,0,2,0
M006,2,4,6,UT024,UT134,UT023,0,0,0,0
M006,2,5,1,UT023,UT135,UT024,4,0,4,0
M006,2,5,2,UT024,UT135,UT023,1,0,1,0
M006,2,5,3,UT023,UT135,UT024,6,0,6,0
M006,2,5,4,UT024,UT135,UT023,0,0,0,0
M006,2,5,5,UT024,UT135,UT023,2,0,2,0
M006,2,5,6,UT023,UT135,UT024,1,0,1,0
M006,2,6,1,UT024,UT136,UT023,0,0,0,0
M006,2,6,2,UT023,UT136,UT024,4,0,4,0
M006,2,6,3,UT024,UT136,UT023,1,0,1,0
M006,2,6,4,UT023,UT136,UT024,6,0,6,0
M006,2,6,5,UT023,UT136,UT024,0,0,0,0
M006,2,6,6,UT024,UT136,UT023,2,0,2,0
M007,1,1,1,UT025,UT141,UT026,1,0,1,0
M007,1,1,2,UT026,UT141,UT025,4,0,4,0
M007,1,1,3,UT025,UT141,UT026,0,0,0,0
M007,1,1,4,UT026,UT141,UT025,6,0,6,0
M007,1,1,5,UT025,UT141,UT026,2,0,2,0
M007,1,1,6,UT026,UT141,UT025,0,0,0,0
M007,1,2,1,UT025,UT142,UT026,4,0,4,0
M007,1,2,2,UT026,UT142,UT025,1,0,1,0
M007,1,2,3,UT025,UT142,UT026,0,0,0,0
M007,1,2,4,UT026,UT142,UT025,2,0,2,0
M007,1,2,5,UT025,UT142,UT026,6,0,6,0
M007,1,2,6,UT026,UT142,UT025,0,1,1,0
M007,1,3,1,UT026,UT143,UT025,1,0,1,0
M007,1,3,2,UT025,UT143,UT026,4,0,4,0
M007,1,3,3,UT026,UT143,UT025,0,0,0,0
M007,1,3,4,UT025,UT143,UT026,2,0,2,0
M007,1,3,5,UT025,UT143,UT026,1,0,1,0
M007,1,3,6,UT026,UT143,UT025,0,0,0,1
M007,1,4,1,UT025,UT144,UT026,6,0,6,0
M007,1,4,2,UT026,UT144,UT025,0,0,0,0
M007,1,4,3,UT025,UT144,UT026,4,0,4,0
M007,1,4,4,UT026,UT144,UT025,1,0,1,0
M007,1,4,5,UT026,UT144,UT025,2,0,2,0
M007,1,4,6,UT025,UT144,UT026,0,0,0,0
M007,1,5,1,UT026,UT145,UT025,4,0,4,0
M007,1,5,2,UT025,UT145,UT026,1,0,1,0
M007,1,5,3,UT026,UT145,UT025,0,0,0,0
M007,1,5,4,UT025,UT145,UT026,6,0,6,0
M007,1,5,5,UT026,UT145,UT025,2,0,2,0
M007,1,5,6,UT025,UT145,UT026,0,0,0,0
M007,1,6,1,UT025,UT146,UT026,1,0,1,0
M007,1,6,2,UT026,UT146,UT025,4,0,4,0
M007,1,6,3,UT025,UT146,UT026,0,0,0,0
M007,1,6,4,UT026,UT146,UT025,2,0,2,0
M007,1,6,5,UT025,UT146,UT026,6,0,6,0
M007,1,6,6,UT026,UT146,UT025,0,0,0,0
M007,2,1,1,UT027,UT151,UT028,4,0,4,0
M007,2,1,2,UT028,UT151,UT027,1,0,1,0
M007,2,1,3,UT027,UT151,UT028,0,0,0,0
M007,2,1,4,UT028,UT151,UT027,6,0,6,0
M007,2,1,5,UT027,UT151,UT028,2,0,2,0
M007,2,1,6,UT028,UT151,UT027,0,0,0,0
M007,2,2,1,UT027,UT152,UT028,1,0,1,0
M007,2,2,2,UT028,UT152,UT027,4,0,4,0
